City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
473,Tukrah,LY,32.5341,20.5791,64.04,83,1,10.85,clear sky
474,Moussoro,TD,13.6408,16.4901,66.56,18,7,10.65,clear sky
475,Ljubinje,BA,42.9508,18.0886,52.43,91,100,7.63,overcast clouds
476,Anlu,CN,31.1661,112.5831,45.43,69,0,4.72,clear sky
477,Vanimo,PG,-2.6741,141.3028,80.53,85,100,3.42,overcast clouds
478,Sao Jose Dos Pinhais,BR,-25.5347,-49.2064,75.36,84,0,2.3,clear sky
479,Bundaberg,AU,-24.85,152.35,84.22,70,0,5.99,clear sky
480,Iqaluit,CA,63.7506,-68.5145,-6.25,91,11,7.83,few clouds
481,Saldanha,ZA,-33.0117,17.9442,64.96,92,94,8.79,overcast clouds
482,College,US,64.8569,-147.8028,17.58,87,100,6.91,light snow
483,Vardo,NO,70.3705,31.1107,33.78,80,100,35.68,light snow
484,Selenduma,RU,50.9131,106.2406,1.02,93,93,5.3,overcast clouds
485,Portoferraio,IT,42.8115,10.3146,61.97,78,100,21.43,overcast clouds
486,Del Rio,US,29.3627,-100.8968,75.31,71,100,20.0,overcast clouds
487,Bonavista,CA,48.6499,-53.1147,37.4,88,8,11.48,clear sky
488,Madulao,PH,13.5622,122.3378,80.46,84,100,9.06,overcast clouds
489,Avera,US,33.194,-82.5271,64.54,75,99,5.08,overcast clouds
490,Sadiqabad,PK,28.3062,70.1307,62.13,31,0,7.54,clear sky
491,Ouegoa,NC,-20.35,164.4333,84.02,68,47,4.63,scattered clouds
492,Moryakovskiy Zaton,RU,56.6956,84.6467,-4.14,89,93,10.6,overcast clouds
493,Eyrarbakki,IS,63.863,-21.1481,25.21,69,10,13.49,clear sky
494,Oytal,KZ,42.9057,73.2697,18.1,97,100,4.27,light snow
495,Murray Bridge,AU,-35.1167,139.2667,70.34,35,97,8.72,overcast clouds
496,Kovdor,RU,67.5662,30.4758,21.79,93,100,8.25,light snow
497,Vaitape,PF,-16.5167,-151.75,80.94,73,92,11.79,overcast clouds
498,Tete,MZ,-16.1564,33.5867,74.86,90,100,4.92,overcast clouds
499,Cornwall,CA,45.0181,-74.7281,34.99,86,100,0.0,overcast clouds
500,Guerrero Negro,MX,27.9769,-114.0611,61.65,65,78,14.72,broken clouds
501,Abha,SA,18.2164,42.5053,53.85,50,0,0.0,clear sky
502,Sakakah,SA,29.9697,40.2064,55.24,71,100,7.0,overcast clouds
503,Paita,PE,-5.0892,-81.1144,67.01,80,69,15.68,broken clouds
504,Kangasala,FI,61.4638,24.076,16.07,98,93,4.03,overcast clouds
505,Salina Cruz,MX,16.1667,-95.2,80.58,60,0,21.63,clear sky
506,Ust-Nera,RU,64.5667,143.2,-30.32,99,100,2.17,overcast clouds
507,Marawi,PH,7.9986,124.2928,71.69,92,100,0.4,overcast clouds
508,Nadym,RU,65.5333,72.5167,-20.34,96,100,17.07,overcast clouds
509,Bafq,IR,31.6128,55.4107,45.03,61,13,5.61,few clouds
510,Khilok,RU,51.3674,110.4676,6.71,89,100,11.95,overcast clouds
511,Jizan,SA,17.3333,42.6667,77.72,78,30,4.59,scattered clouds
512,Rabak,SD,13.1809,32.74,75.81,39,2,12.91,clear sky
513,Itoman,JP,26.1247,127.6694,68.02,96,75,21.85,broken clouds
514,Husavik,IS,66.0449,-17.3389,30.36,85,100,20.98,light snow
515,Cap Malheureux,MU,-19.9842,57.6142,76.46,75,88,10.0,overcast clouds
516,Unguia,CO,8.0434,-77.0945,74.44,92,22,3.22,few clouds
517,Arden,DK,56.769,9.8618,27.55,98,62,2.77,broken clouds
518,Moerai,PF,-22.4333,-151.3333,78.26,81,40,10.94,scattered clouds
519,Dabat,ET,12.9842,37.765,50.68,67,7,3.49,clear sky
520,Khasan,RU,42.4308,130.6434,29.68,49,0,6.85,clear sky
521,Bolotnoye,RU,55.6717,84.3981,-5.49,92,47,10.8,scattered clouds
522,Tauramena,CO,5.0183,-72.7492,72.73,79,99,4.32,overcast clouds
523,Quang Ngai,VN,15.1167,108.8,74.93,85,100,5.68,overcast clouds
524,Jevargi,IN,17.0167,76.7667,56.97,51,77,7.52,broken clouds
525,Marrakesh,MA,31.6315,-8.0083,59.07,94,75,2.3,broken clouds
526,Dwarka,IN,22.2394,68.9678,71.47,43,0,10.8,clear sky
527,Kapoeta,SS,4.7717,33.5903,75.74,66,84,6.89,light rain
528,Abonnema,NG,4.7084,6.7931,77.02,84,53,3.8,broken clouds
529,Aripuana,BR,-9.1667,-60.6333,72.75,97,79,0.96,broken clouds
530,Bela Cruz,BR,-3.0506,-40.1678,78.1,78,98,9.71,overcast clouds
531,Luxor,EG,25.6989,32.6421,61.5,39,100,4.36,overcast clouds
532,Lyubim,RU,58.3625,40.6843,18.18,95,100,8.63,overcast clouds
533,Kieta,PG,-6.2167,155.6333,79.93,87,100,6.69,moderate rain
534,Bara,NG,10.3744,10.7288,66.06,25,23,9.08,few clouds
535,Jablah,SY,35.3614,35.9256,53.89,71,0,4.61,clear sky
536,Chipinge,ZW,-20.1883,32.6236,62.33,93,98,6.15,overcast clouds
537,Ploufragan,FR,48.4914,-2.7946,37.09,85,95,1.99,overcast clouds
538,Fontem,CM,5.4685,9.8818,66.72,78,15,2.44,few clouds
539,Uige,AO,-7.6087,15.0613,62.96,91,81,2.1,broken clouds
540,Marzuq,YE,14.4,46.4667,59.49,34,52,0.89,broken clouds
541,Pangnirtung,CA,66.1451,-65.7125,10.72,93,100,2.64,overcast clouds
542,Erenhot,CN,43.6475,111.9767,12.76,76,100,1.66,overcast clouds
543,Matagami,CA,49.7502,-77.6328,-3.12,99,49,3.96,scattered clouds
544,Monrovia,LR,6.3005,-10.7969,78.15,86,15,6.71,light rain
545,Kidero,RU,42.1932,45.9614,19.94,91,54,1.61,broken clouds
546,Paulo Afonso,BR,-9.4061,-38.2147,76.73,71,81,9.8,broken clouds
547,Shenzhen,CN,22.5455,114.0683,69.13,82,16,6.62,few clouds
548,Cece,HU,46.7706,18.6283,36.27,93,16,2.91,few clouds
549,Nichinan,JP,31.6,131.3667,59.41,68,0,7.65,clear sky
550,Safakulevo,RU,54.9901,62.5442,8.15,83,84,11.27,broken clouds
551,Khorramshahr,IR,30.4397,48.1664,57.16,58,0,11.5,clear sky
552,Santander,ES,43.4647,-3.8044,52.47,93,75,5.75,light rain
553,Thompson,CA,55.7435,-97.8558,-22.43,97,100,2.89,overcast clouds
554,Carballo,ES,43.213,-8.691,53.91,94,100,3.0,overcast clouds
555,San Andres,CO,12.5847,-81.7006,82.42,69,20,10.36,light rain
556,Pimentel,PE,-6.8367,-79.9342,65.37,82,12,11.99,few clouds
557,San Sebastian,ES,43.3128,-1.975,55.63,87,75,3.44,light rain
558,Zhezkazgan,KZ,47.8043,67.7144,-16.62,76,40,4.47,scattered clouds
559,Nakhon Thai,TH,17.1006,100.8374,75.65,78,34,2.55,scattered clouds
560,Akhisar,TR,38.9185,27.8401,51.35,74,80,3.22,broken clouds
561,Omsukchan,RU,62.5333,155.8,-7.85,96,100,3.18,overcast clouds
562,Bonnyville,CA,54.2668,-110.735,7.03,96,32,4.88,scattered clouds
563,Anadyr,RU,64.75,177.4833,-2.38,95,100,5.01,overcast clouds
564,Rio Grande,BR,-32.035,-52.0986,71.02,86,0,11.18,light rain
565,Olivenza,ES,38.6832,-7.103,52.32,92,100,10.87,overcast clouds
566,Taoudenni,ML,22.6783,-3.9836,76.87,16,100,5.17,overcast clouds
567,Talnakh,RU,69.4865,88.3972,-12.98,95,67,2.71,broken clouds
568,Sucre,BO,-19.0333,-65.2627,64.81,53,41,5.21,scattered clouds
569,Xining,CN,36.6167,101.7667,24.64,50,67,2.39,broken clouds
570,Kota Kinabalu,MY,5.9749,116.0724,82.38,83,20,2.3,few clouds
571,Baoning,CN,25.3378,110.026,52.83,73,100,2.82,overcast clouds
572,Mecca,SA,21.4267,39.8261,72.5,68,97,6.55,overcast clouds
573,San Antonio,US,29.4241,-98.4936,75.31,71,75,8.05,broken clouds
574,San Lorenzo,PY,-25.3333,-57.5333,79.74,78,0,4.61,light rain
575,Bam,IR,29.106,58.357,52.2,57,99,5.79,overcast clouds
576,Gumdag,TM,39.2061,54.5906,28.45,76,17,23.89,few clouds
577,Champerico,GT,14.3,-91.9167,79.32,75,0,5.59,clear sky
578,Santiago Del Estero,AR,-27.7951,-64.2615,88.23,43,96,6.04,overcast clouds
579,Baicheng,CN,45.6167,122.8167,13.28,63,0,8.9,clear sky
580,Najran,SA,17.4924,44.1277,57.31,37,4,0.87,clear sky
581,Richards Bay,ZA,-28.783,32.0377,72.68,94,100,3.51,light rain
582,Kushima,JP,31.4583,131.2333,60.17,67,0,5.99,clear sky
583,Arouca,TT,10.6333,-61.3333,76.8,84,99,4.27,overcast clouds
584,Ploemeur,FR,47.7333,-3.4333,37.81,93,100,8.05,mist
585,Bloemfontein,ZA,-29.1211,26.214,62.89,72,25,13.35,scattered clouds
586,Markivka,UA,49.5229,39.5705,29.62,90,100,17.63,overcast clouds
587,Nicoya,CR,10.1483,-85.452,72.54,87,4,3.2,clear sky
588,Nioro,GM,13.35,-15.75,77.85,36,0,5.39,clear sky
589,Manokwari,ID,-0.8667,134.0833,82.65,72,63,3.76,broken clouds
590,Ilhabela,BR,-23.7781,-45.3581,71.04,84,5,5.44,clear sky
591,Ranot,TH,7.7777,100.3213,74.5,91,100,6.93,moderate rain
592,Quatre Cocos,MU,-20.2078,57.7625,77.11,81,100,15.05,light rain
593,Mitchell,US,43.7094,-98.0298,30.74,89,100,3.44,snow
594,Pringsewu,ID,-5.3582,104.9744,77.11,86,100,2.01,overcast clouds
595,Da Nang,VN,16.0678,108.2208,73.38,94,75,2.3,broken clouds
596,Almaznyy,RU,48.0448,40.045,28.17,92,100,15.68,overcast clouds
597,Key West,US,24.5557,-81.7826,77.0,77,0,6.91,clear sky
598,Kutum,SD,14.2,24.6667,55.6,23,18,5.26,few clouds
599,Port-Gentil,GA,-0.7193,8.7815,79.77,78,82,8.97,broken clouds
600,San Jeronimo,PE,-11.9472,-75.2829,51.48,81,100,4.68,overcast clouds
601,Puerto Princesa,PH,9.7392,118.7353,80.58,69,75,6.91,broken clouds
602,Luoyang,CN,34.6836,112.4536,41.41,62,100,0.96,overcast clouds
603,Chumphon,TH,10.3333,98.8333,71.92,94,89,0.76,moderate rain
604,Batagay,RU,67.6333,134.6333,-32.08,99,91,2.93,overcast clouds
605,Port Macquarie,AU,-31.4333,152.9167,67.89,58,90,7.29,overcast clouds
606,Dumas,US,35.8656,-101.9732,49.53,31,0,8.05,clear sky
607,Portel,BR,-1.9356,-50.8211,75.38,82,84,2.15,broken clouds
608,Puntarenas,CR,9.9763,-84.8384,76.05,82,7,1.83,clear sky
609,Minab,IR,27.1467,57.0801,69.67,42,1,7.92,clear sky
610,Muscat,OM,23.6139,58.5922,68.02,59,0,8.12,clear sky
611,Elat,IL,29.5581,34.9482,57.04,77,5,2.3,clear sky
612,Christchurch,NZ,-43.5333,172.6333,68.47,72,100,16.11,light rain
613,Guia Lopes Da Laguna,BR,-21.4578,-56.1142,80.08,73,98,7.02,overcast clouds
614,Stykkisholmur,IS,65.0757,-22.7297,30.9,71,71,25.81,broken clouds
615,Minna,NG,9.6139,6.5569,74.12,20,2,9.24,clear sky
616,Acarau,BR,-2.8856,-40.12,79.38,78,100,15.88,overcast clouds
617,Vikhorevka,RU,56.1201,101.1636,8.19,86,100,13.06,overcast clouds
618,Kalachinsk,RU,55.0529,74.5751,-2.88,93,95,8.88,overcast clouds
619,Botucatu,BR,-22.8858,-48.445,69.91,70,0,1.28,clear sky
620,Marsaxlokk,MT,35.8419,14.5431,65.08,88,20,10.36,few clouds
621,Divo,CI,5.8397,-5.36,71.92,96,9,1.66,light rain
622,Oranjemund,NA,-28.55,16.4333,61.57,96,31,0.78,scattered clouds
623,Trairi,BR,-3.2778,-39.2689,78.93,79,91,9.93,overcast clouds
624,Charters Towers,AU,-20.1,146.2667,95.38,25,5,6.6,clear sky
625,Honiara,SB,-9.4333,159.95,85.03,73,88,3.56,overcast clouds
626,Lovozero,RU,68.005,35.0117,23.47,92,100,15.39,light snow
627,Gawler,AU,-34.6,138.7333,71.1,43,100,10.31,overcast clouds
628,Lampa,CL,-33.2833,-70.9,75.33,46,0,12.66,clear sky
629,Valparaiso,CL,-33.0393,-71.6273,69.44,73,0,5.75,clear sky
630,Acajutla,SV,13.5928,-89.8275,78.13,73,33,3.62,scattered clouds
631,Zaysan,KZ,47.4667,84.8667,3.15,87,100,0.36,overcast clouds
632,Pochutla,MX,15.7432,-96.4661,79.83,83,0,3.31,light rain
633,Grand Gaube,MU,-20.0064,57.6608,77.4,75,94,10.0,light rain
634,Cape Canaveral,US,28.4058,-80.6048,73.99,78,0,5.75,clear sky
635,Leninskoye,KZ,41.7589,69.3864,17.58,81,100,4.79,light snow
636,Bluefield,US,37.2698,-81.2223,50.79,95,100,9.22,overcast clouds
637,Estreito,BR,-5.7833,-43.25,81.39,42,100,2.33,overcast clouds
638,Nenjiang,CN,49.1833,125.2167,-2.09,92,63,3.47,broken clouds
639,Dongsheng,CN,39.8161,109.9776,21.54,48,9,7.38,clear sky
640,Awbari,LY,26.5921,12.7805,67.62,25,5,6.49,clear sky
641,Jian,CN,27.1172,114.9793,53.26,76,95,6.26,overcast clouds
642,Mount Hagen,PG,-5.8581,144.2274,72.52,65,92,3.24,overcast clouds
643,Ambovombe,MG,-25.1667,46.0833,71.28,83,1,10.58,clear sky
644,Orthez,FR,43.4884,-0.7724,46.76,96,100,2.48,light rain
645,Livingston,GB,55.9029,-3.5226,34.81,83,0,9.22,clear sky
646,Pathein,MM,16.7833,94.7333,75.51,82,9,3.8,clear sky
647,Deputatskiy,RU,69.3,139.9,-31.31,97,100,2.91,overcast clouds
648,Berlin,DE,52.5244,13.4105,32.36,95,97,3.44,fog
649,Oranzherei,RU,45.8476,47.5663,30.52,73,60,17.27,broken clouds
650,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,84,99,5.23,overcast clouds
651,Novyye Burasy,RU,52.1324,46.0714,11.16,80,100,10.63,overcast clouds
652,Saquena,PE,-4.6667,-73.5167,74.73,91,100,1.68,overcast clouds
653,Cabra,ES,37.4725,-4.4421,54.39,92,61,7.18,broken clouds
654,Hare Bay,CA,48.8499,-54.0148,36.75,93,21,3.65,few clouds
655,Shimoda,JP,34.6667,138.95,52.11,64,11,5.88,few clouds
656,Zhanjiang,CN,21.2815,110.3427,62.62,67,100,8.08,overcast clouds
657,Ballina,AU,-28.8667,153.5667,74.01,71,98,9.04,overcast clouds
658,Muisne,EC,0.6,-80.0333,73.8,81,100,8.01,overcast clouds
659,Teshie,GH,5.5836,-0.1072,80.55,76,26,5.79,scattered clouds
660,Hatillo,PR,18.4863,-66.8254,78.12,79,0,3.0,clear sky
661,Neuquen,AR,-38.9516,-68.0591,80.49,41,0,18.41,clear sky
662,Taybad,IR,34.74,60.7756,30.92,74,40,8.99,scattered clouds
663,Linxi,CN,39.7,118.4333,33.15,37,0,2.66,clear sky
664,Keffi,NG,8.8486,7.8736,71.49,23,13,4.21,few clouds
665,Salinopolis,BR,-0.6136,-47.3561,78.73,82,85,8.32,overcast clouds
666,Karakol,KG,42.4907,78.3936,21.36,86,100,3.89,overcast clouds
667,Shingu,JP,33.7333,135.9833,55.26,47,8,0.69,clear sky
668,Santa Cruz De Tenerife,ES,28.4682,-16.2546,72.28,84,0,8.05,clear sky
669,Garmsar,IR,35.2182,52.3409,44.37,54,15,4.52,few clouds
670,Grand Forks,US,47.9417,-97.4337,11.93,85,100,3.44,overcast clouds
671,Vestmanna,FO,62.1564,-7.1664,36.52,81,75,21.85,light rain
672,Cayeli,TR,41.0923,40.7292,55.36,56,38,5.86,scattered clouds
673,Yeniseysk,RU,58.4497,92.1703,6.35,87,100,9.82,overcast clouds
674,Chiang Klang,TH,19.2938,100.8617,72.64,82,92,0.38,overcast clouds
675,Annau,TM,37.8876,58.516,30.76,50,57,5.37,broken clouds
676,Salamanca,ES,40.8333,-6.0,46.99,94,100,9.17,overcast clouds
677,Gualeguay,AR,-33.1416,-59.3097,82.53,41,0,6.85,clear sky
678,Muhos,FI,64.808,25.9931,22.89,93,100,7.07,light snow
679,Newport,GB,51.5877,-2.9984,30.54,70,8,7.36,clear sky
680,Pionerskiy,RU,54.9508,20.2275,33.75,83,96,11.07,overcast clouds
681,Sur,OM,22.5667,59.5289,73.78,62,0,7.09,clear sky
682,Berdavan,AM,41.205,44.9997,27.84,91,50,1.74,scattered clouds
683,Maldonado,UY,-34.6667,-54.9167,73.22,55,0,3.42,clear sky
684,Xai-Xai,MZ,-25.0519,33.6442,74.79,88,70,6.78,broken clouds
685,Maxixe,MZ,-23.8597,35.3472,76.14,78,61,8.3,broken clouds
686,Sungaipenuh,ID,-2.0833,101.3833,65.07,94,100,1.21,overcast clouds
687,Azul,AR,-36.777,-59.8585,75.25,23,0,4.21,clear sky
688,Arlit,NE,18.7369,7.3853,68.83,16,0,6.02,clear sky
689,Puerto Madryn,AR,-42.7692,-65.0385,77.67,24,75,20.07,broken clouds
690,Ust-Kan,RU,50.9276,84.761,-8.73,86,92,3.67,overcast clouds
691,Mutsu,JP,41.2894,141.2169,37.53,60,55,12.77,broken clouds
692,Visnes,NO,59.3556,5.2242,35.22,86,100,19.57,snow
693,Dunedin,NZ,-45.8742,170.5036,62.8,83,100,1.99,light rain
694,Puttur,IN,12.7667,75.2167,71.71,54,100,1.81,overcast clouds
695,Pangoa,PE,-12.1167,-73.0,72.19,83,85,1.61,overcast clouds
696,Kahului,US,20.8947,-156.47,80.62,66,20,23.02,few clouds
697,Manadhoo,MV,5.7667,73.3833,81.66,76,100,13.4,overcast clouds
698,Ganzhou,CN,28.8184,115.4327,52.0,71,29,2.64,scattered clouds
699,Saint-Augustin,CA,51.226,-58.6502,35.44,92,100,11.1,overcast clouds
700,Mortka,RU,59.3322,66.0214,15.19,85,97,9.78,overcast clouds
701,Zhangye,CN,38.9342,100.4517,21.69,67,37,2.08,scattered clouds
702,Primero De Enero,CU,21.9469,-78.4283,70.14,74,0,8.03,clear sky
703,Mae Sai,TH,20.4335,99.8762,68.09,88,60,1.12,broken clouds
704,Phonhong,LA,18.5007,102.4166,71.78,81,56,0.43,broken clouds
705,Alice Springs,AU,-23.7,133.8833,80.15,13,67,16.11,broken clouds
706,Kloulklubed,PW,7.0419,134.2556,82.9,75,100,9.82,overcast clouds
707,Vientiane,LA,17.9667,102.6,77.04,80,8,1.12,clear sky
708,Young,UY,-32.6833,-57.6333,82.6,35,0,5.26,clear sky
709,Chama,CH,47.1821,8.4636,35.35,90,100,0.0,snow
710,Semnan,IR,35.5729,53.3971,37.62,62,55,3.69,broken clouds
711,Vetluga,RU,57.8557,45.781,17.87,92,100,9.13,overcast clouds
